customer_id,service_id,status,status_change_date,billing_date,cancellation_reason
13,68,pending,2024-07-07,2024-09-08,
13,69,active,2024-06-09,2025-04-19,
13,70,pending,2024-02-06,2024-10-15,
13,71,cancelled,2024-10-07,2024-05-13,No longer needed
13,72,cancelled,2024-10-23,2024-10-06,Switched to competitor
14,73,active,2023-10-15,2025-05-09,
14,74,pending,2024-01-27,2024-05-30,
14,75,suspended,2023-04-30,2024-09-22,
14,76,pending,2023-12-27,2025-03-20,
14,77,pending,2025-01-05,2024-07-19,
14,78,cancelled,2024-01-14,2024-05-01,Moved to unsupported area
14,79,cancelled,2023-10-12,2024-06-02,Switched to competitor
15,80,suspended,2024-12-08,2024-09-28,
16,81,active,2024-11-02,2025-05-03,
17,82,pending,2024-03-01,2024-11-07,
17,83,pending,2024-05-09,2025-01-30,
17,84,cancelled,2023-06-05,2025-03-05,Switched to competitor
17,85,cancelled,2024-05-21,2025-01-14,Financial reasons
17,86,active,2025-03-16,2025-05-04,
17,87,cancelled,2024-01-14,2025-03-31,Moved to unsupported area
17,88,active,2024-11-20,2025-04-15,
17,89,cancelled,2024-11-22,2024-06-06,Switched to competitor
18,90,suspended,2023-11-10,2025-03-10,
18,91,cancelled,2024-08-08,2024-07-11,Financial reasons
18,92,cancelled,2024-05-27,2024-07-13,Moved to unsupported area
18,93,pending,2024-04-27,2025-04-07,
18,94,suspended,2023-06-02,2024-09-22,
18,95,suspended,2024-07-17,2024-10-29,
18,96,active,2024-06-02,2025-05-04,
18,97,cancelled,2024-05-10,2025-01-10,No longer needed
18,98,active,2023-11-06,2025-05-01,
19,99,suspended,2023-07-27,2024-06-04,
19,100,suspended,2023-11-18,2025-03-15,
19,101,cancelled,2024-07-23,2024-07-11,Moved to unsupported area
19,102,pending,2024-07-22,2024-07-23,
19,103,active,2024-06-11,2025-04-26,
19,104,cancelled,2025-01-18,2024-12-21,No longer needed
20,105,active,2024-12-21,2025-05-02,
20,106,pending,2024-06-22,2025-03-19,
20,107,cancelled,2023-10-11,2024-04-21,Moved to unsupported area
20,108,cancelled,2023-05-24,2024-04-14,Moved to unsupported area
20,109,active,2023-05-24,2025-05-07,
20,110,pending,2024-05-21,2025-04-04,
20,111,cancelled,2024-06-05,2024-04-26,Switched to competitor
20,112,active,2023-09-21,2025-04-19,
21,113,pending,2023-06-06,2024-12-07,
22,114,active,2023-08-25,2025-04-20,
22,115,pending,2025-01-02,2024-12-22,
23,116,pending,2024-03-15,2024-05-03,
24,117,active,2024-01-21,2025-04-14,
24,118,pending,2024-01-09,2024-05-06,
24,119,suspended,2024-08-10,2024-05-14,
24,120,active,2024-03-16,2025-05-12,
24,121,cancelled,2024-11-03,2024-07-02,No longer needed
24,122,suspended,2023-08-15,2024-12-31,
25,123,active,2024-07-03,2025-05-08,
25,124,active,2024-09-02,2025-04-14,
25,125,active,2023-10-15,2025-04-13,
25,126,pending,2023-11-26,2024-11-29,
25,127,active,2023-08-10,2025-04-17,
25,128,cancelled,2023-11-02,2024-09-10,Moved to unsupported area
25,129,cancelled,2024-06-12,2024-09-27,No longer needed
25,130,active,2024-07-26,2025-05-10,
25,131,cancelled,2024-09-22,2024-12-27,Financial reasons
25,132,cancelled,2025-04-05,2024-05-28,Financial reasons
26,133,cancelled,2024-01-05,2024-05-15,Moved to unsupported area
26,134,cancelled,2024-06-15,2025-01-08,No longer needed
26,135,active,2023-11-02,2025-05-01,
26,136,pending,2023-10-21,2025-02-24,
26,137,cancelled,2024-10-17,2024-08-01,Switched to competitor
26,138,cancelled,2023-06-06,2024-05-01,Dissatisfied with service
26,139,pending,2024-09-04,2024-08-10,
27,140,pending,2024-09-10,2024-07-06,
27,141,cancelled,2023-07-16,2025-03-16,No longer needed
27,142,pending,2024-11-03,2024-12-29,
27,143,active,2024-09-29,2025-04-18,
27,144,pending,2023-07-15,2024-06-03,
27,145,suspended,2025-03-22,2024-09-09,
27,146,suspended,2025-03-21,2024-10-08,
28,147,cancelled,2024-12-22,2024-07-12,Dissatisfied with service
28,148,pending,2024-12-11,2024-05-13,
28,149,pending,2024-01-21,2024-10-19,
28,150,suspended,2023-06-01,2024-11-11,
28,151,pending,2024-03-28,2024-08-01,
28,152,pending,2024-04-24,2024-06-13,
28,153,pending,2023-06-26,2024-07-27,
28,154,pending,2023-07-16,2025-02-25,
29,155,suspended,2023-11-15,2024-12-21,
29,156,cancelled,2024-01-13,2024-08-06,Financial reasons
29,157,cancelled,2024-10-02,2024-05-27,Financial reasons
29,158,cancelled,2023-05-30,2025-03-22,Moved to unsupported area
29,159,cancelled,2024-03-05,2024-12-04,Moved to unsupported area
29,160,pending,2024-01-26,2024-09-21,
29,161,pending,2024-06-22,2024-10-13,
29,162,pending,2024-01-24,2024-07-31,
29,163,suspended,2024-12-31,2025-03-04,
29,164,cancelled,2023-11-24,2024-11-15,Financial reasons
30,165,active,2024-10-12,2025-04-29,
30,166,active,2024-05-05,2025-05-10,
30,167,suspended,2024-12-21,2024-09-12,
31,168,pending,2024-04-03,2024-05-06,
31,169,suspended,2024-12-12,2024-09-29,
31,170,suspended,2024-10-14,2024-10-29,
31,171,suspended,2024-06-24,2025-04-06,
31,172,cancelled,2024-05-14,2025-03-03,Financial reasons
31,173,pending,2024-03-21,2024-12-16,
32,174,pending,2025-03-16,2024-06-12,
32,175,pending,2025-03-16,2024-11-17,
32,176,active,2025-01-07,2025-04-14,
32,177,suspended,2024-04-26,2024-07-05,
32,178,pending,2024-01-25,2024-07-15,
32,179,suspended,2024-05-06,2024-11-04,
33,180,pending,2025-03-05,2024-09-08,
33,181,cancelled,2023-04-18,2024-08-02,Dissatisfied with service
34,182,pending,2023-08-07,2025-03-17,
34,183,active,2023-10-15,2025-04-17,
34,184,pending,2023-07-24,2024-09-29,
34,185,active,2024-08-26,2025-05-01,
34,186,pending,2024-12-26,2025-03-12,
34,187,suspended,2024-12-01,2024-10-05,
34,188,pending,2023-07-17,2024-06-08,
34,189,suspended,2023-08-24,2024-09-25,
34,190,suspended,2023-11-13,2024-04-30,
35,191,cancelled,2023-06-18,2025-02-12,Moved to unsupported area
35,192,pending,2024-07-02,2024-06-14,
35,193,suspended,2023-05-21,2025-02-10,
35,194,pending,2023-04-23,2024-10-23,
35,195,suspended,2024-04-03,2025-01-12,
36,196,active,2024-05-25,2025-04-19,
36,197,suspended,2023-07-04,2025-03-04,
36,198,cancelled,2024-10-29,2024-09-24,Moved to unsupported area
37,199,active,2024-04-21,2025-04-16,
37,200,pending,2023-11-30,2024-07-01,
37,201,suspended,2023-10-14,2025-02-18,
37,202,pending,2025-01-02,2024-10-29,
37,203,active,2024-10-10,2025-05-02,
37,204,pending,2024-06-05,2024-11-27,
38,205,suspended,2025-02-26,2024-08-11,
38,206,active,2024-09-23,2025-04-20,
38,207,cancelled,2023-06-19,2024-08-09,Financial reasons
38,208,active,2023-06-14,2025-05-07,
38,209,suspended,2023-12-27,2024-06-16,
38,210,cancelled,2025-02-19,2024-10-14,No longer needed
39,211,pending,2024-12-23,2024-08-24,
39,212,suspended,2025-02-15,2024-07-05,
39,213,suspended,2023-07-22,2024-10-21,
39,214,active,2024-10-23,2025-04-28,
39,215,pending,2023-09-30,2024-12-17,
39,216,pending,2024-01-19,2024-07-02,
39,217,active,2023-07-17,2025-05-01,
39,218,suspended,2023-05-29,2025-03-08,
39,219,cancelled,2024-06-30,2024-12-19,Switched to competitor
40,220,cancelled,2025-01-06,2024-07-15,Dissatisfied with service
40,221,suspended,2024-10-07,2024-12-26,
40,222,active,2024-09-27,2025-04-15,
40,223,suspended,2023-09-02,2025-03-31,
40,224,cancelled,2023-05-28,2024-08-03,Financial reasons
40,225,pending,2023-05-21,2024-04-29,
40,226,pending,2023-05-06,2024-07-11,
40,227,cancelled,2023-11-26,2025-04-08,Moved to unsupported area
40,228,pending,2025-02-19,2024-07-20,
41,229,suspended,2025-03-13,2024-10-19,
41,230,cancelled,2023-12-06,2024-12-15,Switched to competitor
41,231,cancelled,2024-01-09,2024-10-12,Dissatisfied with service
41,232,pending,2023-06-02,2025-03-02,
41,233,suspended,2023-08-28,2024-10-13,
42,234,pending,2024-03-31,2024-05-07,
42,235,suspended,2023-11-04,2024-05-26,
42,236,active,2023-09-02,2025-04-13,
42,237,suspended,2024-10-02,2024-05-31,
42,238,cancelled,2024-11-23,2024-10-22,Financial reasons
42,239,suspended,2024-06-13,2024-11-17,
42,240,pending,2025-03-25,2025-04-04,
43,241,cancelled,2024-01-21,2024-08-04,No longer needed
43,242,suspended,2024-12-16,2024-11-18,
43,243,suspended,2024-06-23,2024-04-17,
43,244,pending,2024-05-31,2024-08-22,
43,245,pending,2023-08-18,2024-07-12,
43,246,suspended,2024-06-23,2024-12-11,
43,247,active,2024-04-12,2025-05-10,
43,248,suspended,2024-07-16,2024-09-04,
43,249,active,2024-10-20,2025-04-26,
43,250,suspended,2023-10-11,2024-05-18,
44,251,pending,2023-06-20,2025-01-08,
44,252,suspended,2024-06-15,2024-06-06,
44,253,cancelled,2025-02-25,2025-02-26,Dissatisfied with service
44,254,cancelled,2024-07-23,2024-06-06,Switched to competitor
44,255,active,2024-12-26,2025-04-14,
44,256,active,2023-12-06,2025-04-21,
44,257,active,2024-02-23,2025-04-30,
44,258,suspended,2024-02-19,2024-11-03,
45,259,suspended,2024-12-24,2025-01-02,
45,260,pending,2024-02-18,2024-11-07,
45,261,pending,2024-05-31,2024-09-01,
45,262,active,2023-07-11,2025-05-04,
45,263,pending,2023-04-15,2024-12-03,
45,264,suspended,2025-01-02,2024-11-09,
45,265,suspended,2024-11-13,2024-09-27,
45,266,active,2025-04-04,2025-05-09,
45,267,active,2023-09-24,2025-04-15,
46,268,pending,2025-03-11,2024-09-02,
46,269,pending,2023-05-07,2024-09-27,
46,270,active,2023-06-05,2025-04-19,
46,271,cancelled,2023-06-11,2024-05-18,No longer needed
46,272,active,2023-07-29,2025-05-03,
46,273,cancelled,2023-11-25,2025-02-08,Financial reasons
46,274,active,2024-05-29,2025-04-17,
46,275,pending,2025-02-07,2024-11-07,
46,276,active,2024-02-09,2025-05-11,
46,277,active,2025-02-14,2025-04-20,
47,278,active,2023-06-03,2025-04-28,
47,279,active,2024-09-10,2025-04-21,
47,280,suspended,2025-02-07,2024-09-29,
47,281,active,2023-08-16,2025-04-25,
47,282,cancelled,2025-03-25,2024-12-18,Financial reasons
47,283,cancelled,2025-01-11,2024-06-26,No longer needed
47,284,suspended,2024-07-16,2025-03-06,
47,285,suspended,2023-11-22,2024-04-14,
47,286,suspended,2024-02-24,2024-10-14,
47,287,active,2023-04-18,2025-05-10,
48,288,pending,2024-06-13,2025-01-05,
48,289,cancelled,2024-10-10,2024-07-17,Dissatisfied with service
48,290,active,2023-04-18,2025-05-02,
48,291,pending,2024-08-07,2024-04-16,
48,292,suspended,2024-10-18,2025-03-06,
48,293,cancelled,2024-03-23,2024-06-21,Financial reasons
48,294,suspended,2024-01-25,2024-04-28,
48,295,active,2024-01-02,2025-05-06,
48,296,pending,2024-02-21,2024-08-13,
49,297,pending,2023-07-20,2025-02-11,
49,298,active,2023-12-08,2025-04-29,
49,299,cancelled,2024-02-28,2024-05-26,Financial reasons
49,300,active,2024-07-14,2025-05-01,
49,301,active,2024-10-06,2025-05-09,
49,302,suspended,2023-11-12,2025-01-18,
50,303,cancelled,2023-05-08,2024-11-12,Dissatisfied with service
50,304,cancelled,2025-03-28,2024-09-23,Switched to competitor
50,305,suspended,2023-08-19,2024-11-07,
50,306,suspended,2024-03-23,2024-05-06,
50,307,active,2024-12-04,2025-05-01,
50,308,suspended,2023-07-23,2025-01-25,
50,309,pending,2024-04-02,2024-08-12,
50,310,pending,2023-09-03,2024-12-03,
51,311,suspended,2023-05-19,2025-04-08,
51,312,active,2023-04-30,2025-04-23,
51,313,cancelled,2023-09-19,2025-02-20,Financial reasons
51,314,suspended,2025-04-02,2024-12-19,
51,315,cancelled,2023-08-30,2024-07-19,Financial reasons
51,316,cancelled,2025-02-02,2024-06-20,No longer needed
51,317,cancelled,2024-10-28,2025-01-22,Dissatisfied with service
51,318,suspended,2023-12-12,2024-12-21,
51,319,pending,2025-01-05,2025-04-03,
51,320,pending,2024-02-02,2024-08-30,
52,321,cancelled,2024-12-25,2025-03-08,Moved to unsupported area
52,322,cancelled,2024-02-25,2024-11-28,Financial reasons
52,323,cancelled,2024-01-17,2024-07-29,Financial reasons
52,324,active,2024-09-20,2025-04-19,
52,325,pending,2024-09-13,2024-12-14,
52,326,cancelled,2024-06-23,2024-05-13,Financial reasons
52,327,pending,2024-09-22,2025-03-15,
52,328,cancelled,2023-04-29,2024-05-02,Switched to competitor
52,329,suspended,2024-08-03,2024-12-24,
53,330,pending,2024-08-23,2025-01-19,
53,331,suspended,2023-09-30,2024-08-02,
53,332,cancelled,2024-02-18,2024-08-30,Dissatisfied with service
53,333,suspended,2024-11-07,2024-08-10,
54,334,cancelled,2023-05-25,2024-08-23,Moved to unsupported area
54,335,cancelled,2024-09-20,2025-03-28,Dissatisfied with service
54,336,active,2024-06-18,2025-05-09,
54,337,cancelled,2023-08-27,2025-03-25,Financial reasons
54,338,active,2023-11-06,2025-04-26,
54,339,active,2024-07-22,2025-04-30,
54,340,pending,2025-02-11,2024-11-20,
54,341,suspended,2023-06-16,2025-01-19,
54,342,suspended,2023-11-26,2025-01-29,
55,343,cancelled,2024-07-08,2024-12-30,No longer needed
55,344,cancelled,2023-10-13,2025-03-03,Dissatisfied with service
55,345,suspended,2023-11-12,2024-11-12,
56,346,cancelled,2025-01-21,2024-07-10,Financial reasons
56,347,active,2024-08-15,2025-05-09,
56,348,cancelled,2025-02-28,2024-06-05,Moved to unsupported area
56,349,pending,2023-05-09,2024-09-22,
57,350,suspended,2024-04-12,2024-08-13,
57,351,cancelled,2024-08-12,2025-03-25,Switched to competitor
57,352,cancelled,2023-08-26,2024-06-15,No longer needed
57,353,suspended,2023-11-09,2024-05-23,
57,354,pending,2025-02-16,2025-02-08,
57,355,cancelled,2023-08-06,2024-08-04,No longer needed
57,356,cancelled,2025-01-16,2024-07-14,Moved to unsupported area
57,357,suspended,2024-06-18,2024-11-13,
58,358,active,2024-04-01,2025-04-26,
58,359,pending,2024-11-28,2025-01-11,
58,360,cancelled,2023-10-25,2025-01-21,No longer needed
58,361,active,2023-12-28,2025-04-14,
58,362,suspended,2024-09-23,2025-03-19,
58,363,active,2024-09-05,2025-04-12,
58,364,cancelled,2025-02-22,2024-10-07,Financial reasons
58,365,cancelled,2024-04-26,2024-09-22,Dissatisfied with service
59,366,cancelled,2023-08-23,2025-02-16,Moved to unsupported area
59,367,pending,2024-03-02,2024-11-11,
59,368,cancelled,2025-02-09,2024-12-23,No longer needed
59,369,pending,2024-10-26,2024-05-22,
59,370,pending,2023-11-03,2024-09-25,
59,371,suspended,2024-06-22,2024-04-14,
59,372,suspended,2024-12-10,2025-02-03,
59,373,pending,2023-07-30,2025-01-19,
59,374,cancelled,2023-09-21,2025-02-15,No longer needed
59,375,cancelled,2023-09-18,2024-08-06,Financial reasons
60,376,pending,2023-04-13,2024-12-26,
61,377,pending,2023-07-09,2024-05-05,
61,378,cancelled,2024-03-20,2024-08-29,No longer needed
61,379,pending,2024-11-30,2024-10-07,
61,380,pending,2024-02-28,2025-03-14,
61,381,suspended,2024-01-07,2024-07-25,
61,382,pending,2025-03-29,2024-08-11,
61,383,cancelled,2024-05-25,2024-08-22,No longer needed
61,384,active,2024-05-20,2025-04-26,
62,385,suspended,2025-02-28,2024-06-29,
63,386,cancelled,2023-10-04,2024-04-18,Switched to competitor
63,387,pending,2024-04-20,2025-02-15,
63,388,suspended,2024-04-29,2025-02-13,
63,389,pending,2023-09-07,2024-05-28,
63,390,suspended,2025-04-06,2024-06-19,
64,391,active,2024-08-26,2025-04-18,
65,392,pending,2024-01-09,2025-03-30,
65,393,suspended,2024-07-07,2024-05-24,
65,394,suspended,2023-06-20,2024-12-24,
65,395,suspended,2023-12-05,2025-03-10,
65,396,cancelled,2023-10-29,2024-04-20,No longer needed
65,397,pending,2023-12-27,2024-09-27,
65,398,cancelled,2023-07-20,2024-06-28,Moved to unsupported area
65,399,pending,2023-11-11,2024-09-23,
65,400,pending,2023-09-04,2025-03-08,
65,401,suspended,2025-02-25,2025-01-25,
66,402,suspended,2025-03-28,2024-08-09,
66,403,cancelled,2023-12-19,2024-11-02,Switched to competitor
66,404,suspended,2023-05-12,2025-01-28,
66,405,suspended,2025-03-11,2024-06-17,
66,406,active,2024-09-19,2025-05-10,
66,407,suspended,2024-09-02,2024-12-18,
66,408,active,2024-07-04,2025-05-03,
66,409,pending,2024-02-02,2024-11-11,
67,410,suspended,2023-08-20,2024-06-11,
67,411,cancelled,2025-02-27,2024-11-14,Dissatisfied with service
67,412,pending,2024-05-02,2024-10-10,
67,413,suspended,2024-07-27,2025-01-24,
67,414,pending,2024-01-06,2024-11-15,
67,415,suspended,2025-03-08,2025-01-03,
67,416,cancelled,2024-04-14,2024-07-06,Financial reasons
67,417,pending,2023-10-10,2025-01-13,
67,418,cancelled,2024-01-05,2024-04-22,Switched to competitor
68,419,pending,2023-08-16,2024-05-11,
68,420,active,2024-08-07,2025-04-27,
68,421,suspended,2023-10-01,2024-07-23,
68,422,active,2024-06-10,2025-04-17,
68,423,suspended,2023-12-25,2024-09-25,
68,424,cancelled,2024-12-09,2024-10-03,Dissatisfied with service
68,425,suspended,2024-07-23,2025-02-11,
68,426,suspended,2024-04-24,2024-10-26,
68,427,active,2024-11-17,2025-05-10,
69,428,pending,2024-07-01,2024-11-24,
69,429,pending,2023-12-19,2024-05-11,
69,430,pending,2025-01-07,2024-12-03,
69,431,suspended,2025-03-28,2024-07-01,
69,432,pending,2023-07-02,2024-07-29,
69,433,cancelled,2024-06-20,2024-11-27,Dissatisfied with service
69,434,pending,2025-03-16,2024-11-06,
69,435,active,2023-09-06,2025-05-07,
69,436,pending,2024-08-03,2025-03-12,
69,437,suspended,2023-04-23,2024-11-19,
70,438,suspended,2024-06-08,2024-04-14,
70,439,suspended,2023-09-06,2024-06-05,
70,440,suspended,2025-01-06,2025-02-08,
70,441,active,2025-02-17,2025-05-05,
70,442,cancelled,2024-07-16,2024-05-11,No longer needed
70,443,active,2025-01-30,2025-04-14,
70,444,suspended,2023-05-26,2024-09-26,
70,445,pending,2024-01-14,2024-11-06,
71,446,cancelled,2024-11-18,2024-09-10,Moved to unsupported area
71,447,cancelled,2023-09-18,2024-08-11,Financial reasons
72,448,active,2025-02-22,2025-04-13,
72,449,pending,2024-02-06,2024-10-29,
72,450,cancelled,2023-09-12,2024-10-25,No longer needed
72,451,pending,2024-04-18,2024-05-19,
72,452,pending,2023-09-09,2024-11-13,
72,453,cancelled,2025-03-03,2025-03-03,No longer needed
73,454,suspended,2024-11-15,2024-06-13,
73,455,pending,2023-10-20,2025-03-01,
73,456,cancelled,2025-04-07,2024-08-08,Financial reasons
73,457,pending,2024-02-21,2024-11-09,
73,458,cancelled,2024-05-15,2024-11-10,Switched to competitor
73,459,pending,2023-12-20,2024-11-21,
73,460,active,2024-01-31,2025-04-25,
74,461,active,2024-11-12,2025-05-09,
75,462,pending,2023-08-07,2025-01-27,
75,463,active,2023-10-21,2025-04-29,
75,464,pending,2023-11-16,2024-04-18,
75,465,cancelled,2024-12-30,2024-12-08,No longer needed
75,466,pending,2024-06-25,2024-07-18,
75,467,suspended,2023-09-07,2025-01-06,
76,468,suspended,2024-06-05,2024-07-22,
76,469,cancelled,2023-05-02,2024-06-12,Moved to unsupported area
76,470,suspended,2023-08-07,2024-11-14,
76,471,pending,2023-05-26,2025-02-22,
77,472,suspended,2024-04-26,2025-02-21,
77,473,cancelled,2024-04-04,2025-04-04,Dissatisfied with service
77,474,pending,2023-07-08,2025-02-20,
77,475,pending,2024-07-16,2025-03-30,
77,476,cancelled,2023-07-02,2024-09-18,No longer needed
77,477,suspended,2024-05-13,2024-11-10,
77,478,cancelled,2025-01-25,2024-04-26,Moved to unsupported area
77,479,active,2024-12-06,2025-04-26,
77,480,suspended,2024-12-28,2024-11-10,
78,481,active,2023-04-28,2025-05-02,
78,482,suspended,2025-04-06,2024-05-14,
78,483,pending,2023-05-12,2025-02-01,
79,484,pending,2024-07-05,2024-10-29,
79,485,pending,2023-11-23,2024-12-21,
79,486,pending,2023-12-07,2024-08-24,
79,487,cancelled,2024-11-22,2025-01-11,Moved to unsupported area
79,488,suspended,2023-12-07,2024-12-29,
79,489,suspended,2023-11-02,2025-03-30,
80,490,pending,2024-12-31,2024-05-31,
81,491,suspended,2024-04-14,2024-12-11,
82,492,cancelled,2024-11-10,2025-02-25,No longer needed
82,493,active,2024-03-06,2025-05-10,
82,494,pending,2024-12-17,2024-10-30,
82,495,pending,2023-04-23,2024-05-18,
82,496,suspended,2023-04-18,2024-04-21,
82,497,active,2023-11-06,2025-05-03,
83,498,suspended,2024-05-20,2025-01-26,
83,499,pending,2024-09-18,2025-02-09,
83,500,cancelled,2024-12-04,2024-11-02,Financial reasons
83,501,active,2024-05-21,2025-04-25,
83,502,cancelled,2024-08-04,2024-05-01,No longer needed
84,503,active,2023-04-21,2025-04-21,
84,504,active,2023-10-16,2025-04-27,
84,505,pending,2023-08-02,2024-11-17,
84,506,active,2024-11-22,2025-04-23,
84,507,cancelled,2023-09-19,2025-01-23,Dissatisfied with service
84,508,pending,2023-04-29,2025-04-05,
84,509,cancelled,2024-08-18,2024-05-21,Financial reasons
84,510,cancelled,2025-02-12,2025-02-03,Moved to unsupported area
85,511,active,2023-12-10,2025-05-01,
85,512,pending,2025-03-28,2025-02-08,
85,513,cancelled,2024-11-22,2024-06-27,Financial reasons
85,514,pending,2023-05-06,2024-12-12,
85,515,cancelled,2024-11-04,2024-11-20,Dissatisfied with service
85,516,suspended,2023-05-08,2024-12-27,
85,517,suspended,2023-05-01,2024-08-03,
85,518,cancelled,2024-07-20,2024-05-01,Dissatisfied with service
85,519,pending,2023-06-26,2024-11-21,
85,520,active,2025-01-08,2025-04-25,
86,521,suspended,2023-12-10,2024-09-24,
86,522,active,2025-02-23,2025-04-27,
86,523,cancelled,2023-04-21,2024-08-30,No longer needed
86,524,pending,2023-11-13,2024-05-21,
86,525,pending,2024-04-23,2024-10-04,
86,526,cancelled,2024-10-10,2025-02-20,Moved to unsupported area
86,527,pending,2024-11-22,2024-07-23,
86,528,suspended,2024-09-08,2024-09-03,
86,529,pending,2024-09-07,2024-11-15,
87,530,suspended,2024-05-12,2025-02-28,
87,531,cancelled,2023-05-09,2024-11-07,Moved to unsupported area
88,532,suspended,2023-08-18,2024-09-28,
88,533,suspended,2023-05-20,2024-12-20,
88,534,cancelled,2024-11-01,2024-07-13,Switched to competitor
88,535,pending,2023-09-22,2024-12-16,
88,536,pending,2023-05-28,2024-10-03,
88,537,active,2024-08-10,2025-04-28,
88,538,cancelled,2023-06-11,2024-09-24,Switched to competitor
88,539,pending,2023-05-12,2025-03-02,
88,540,pending,2024-11-22,2024-08-12,
88,541,pending,2024-04-29,2024-07-28,
89,542,cancelled,2023-10-12,2024-09-05,No longer needed
89,543,pending,2024-10-31,2024-07-23,
89,544,suspended,2025-02-13,2024-09-28,
89,545,cancelled,2024-02-04,2024-09-09,Moved to unsupported area
89,546,suspended,2024-03-13,2025-01-26,
89,547,active,2023-10-16,2025-05-03,
89,548,pending,2023-10-14,2024-06-03,
89,549,suspended,2024-02-27,2024-12-05,
89,550,pending,2024-01-02,2025-04-01,
89,551,cancelled,2024-12-21,2025-02-18,Moved to unsupported area
90,552,pending,2023-07-18,2025-03-12,
90,553,active,2024-07-30,2025-05-03,
90,554,suspended,2024-02-09,2024-11-11,
91,555,pending,2025-03-12,2024-07-31,
91,556,active,2025-03-23,2025-04-13,
92,557,active,2023-04-17,2025-04-24,
92,558,suspended,2024-06-05,2024-09-01,
92,559,cancelled,2024-03-24,2024-06-18,No longer needed
92,560,suspended,2025-03-04,2024-09-23,
93,561,pending,2023-10-07,2024-04-25,
93,562,active,2024-09-10,2025-05-12,
93,563,active,2023-05-15,2025-04-28,
93,564,cancelled,2023-06-17,2024-08-21,Moved to unsupported area
93,565,active,2024-07-24,2025-04-27,
93,566,suspended,2023-09-26,2025-04-10,
93,567,cancelled,2024-04-20,2024-09-06,Financial reasons
94,568,active,2023-10-30,2025-04-22,
94,569,cancelled,2023-05-24,2024-06-15,Dissatisfied with service
94,570,active,2023-06-29,2025-04-24,
94,571,suspended,2023-06-12,2024-07-24,
94,572,pending,2024-05-26,2024-12-30,
94,573,pending,2023-08-10,2024-07-30,
